longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
0.7345879772582504,-0.8528191974929761,0.5832670654615649,-0.7009169030387923,-0.8433771164315786,-0.8612817996184998,-0.8431545307995063,-0.08623139212709574,0.33083238302109313,1.0,0.0,0.0,0.0,0.0
-1.341462165113654,1.0211630195202837,1.8516892469589783,-0.4635501152052897,-0.1997237787704161,-0.23415553310351045,-0.26384559047962153,-1.3804493422979383,-0.8922756315561824,0.0,0.0,0.0,1.0,0.0
0.2267771510665567,-0.12378870907884205,-1.2400898204409667,0.8614047679424113,0.4084339704167852,0.6462668577699008,0.4401576508956645,0.5059065240713655,-0.528203791639488,0.0,1.0,0.0,0.0,0.0
-1.7795734661417824,1.7174806014030173,-0.7644315023794368,-0.7397920031656664,-0.7936832925680329,-0.878750497850115,-0.9080994792658611,-0.5183049690736898,-0.4588567745124987,0.0,1.0,0.0,0.0,0.0
-1.4659256029057346,1.0959353773063472,0.18688513374362326,1.788918921557716,2.4387816311273642,1.3380273077418667,2.5002114162484386,-0.5146156362624846,1.0147673394360262,0.0,0.0,0.0,1.0,0.0
0.6798240646297353,-0.7920666567918002,0.42471429277438827,-0.8843159048138106,-0.7936832925680329,-0.2586117106277719,-0.6976778462348716,-0.5762274942096142,-0.5724125150579438,1.0,0.0,0.0,0.0,0.0
0.7345879772582504,-0.7219675713673613,1.058925383523095,-0.5413003154590381,-0.5949079971138505,-0.5250093586599053,-0.5937659286887039,0.5314156252231284,0.17480159448536697,1.0,0.0,0.0,0.0,0.0
0.953643627772311,-0.754680477898765,-1.319366206784555,1.3594634036855409,0.7823208356758429,1.3878130977019703,0.7285132220862798,0.8832198611487831,-0.0419078340364749,0.0,1.0,0.0,0.0,0.0
-0.6643810635247361,0.9791035682656203,0.18688513374362326,-0.82485986932565,-0.914368293379501,-0.8743833232922112,-0.9132950751431695,-0.7697066477801129,-0.3201627402585199,0.0,1.0,0.0,0.0,0.0
0.16205616341467707,-0.6658883030278137,-1.319366206784555,5.743202635639533,4.443099193623705,4.980250889033657,4.544678393969288,0.9533698893161308,0.8205956914804557,0.0,0.0,0.0,0.0,1.0
-0.7539947387350375,1.1193017391144946,-0.6058787296922601,-0.2650584274986614,-0.46949025117252097,-0.35730985563639833,-0.3703553059644434,0.34273260430719693,-0.47619352879424603,0.0,1.0,0.0,0.0,0.0
0.40102596397547374,-0.6518684859429258,-1.7950245248460852,6.210161191281163,4.1851645840462535,4.602927007230766,4.100454946459421,1.3859178090527369,0.8752064674679599,1.0,0.0,0.0,0.0,0.0
-1.1423206646463293,0.7407666778225381,-0.9229842750666135,0.08298805716664771,-0.4150636821791139,-0.3302333733773946,-0.40672447710560206,2.209798530549341,2.408642383688513,1.0,0.0,0.0,0.0,0.0
0.017678575575860524,0.40896434014687316,0.5832670654615649,-1.1866269775651501,-1.2622250604243204,-1.224630722836098,-1.29776917006399,0.399653739108651,-0.3869092442432472,0.0,1.0,0.0,0.0,0.0
0.550382089325969,-0.6752348477510732,0.9796489971795066,-0.7041183818727701,-0.8149806456524097,-0.8167366191278808,-0.7937963699650766,0.6462592851605069,0.15486432706135753,1.0,0.0,0.0,0.0,0.0
-0.10180632470453425,0.5164496044643438,-1.0815370477537902,-0.5408429613398984,-0.29674505393257666,-0.44203304205973254,-0.37814869978040594,-0.717950578914346,-1.0127660738143265,0.0,1.0,0.0,0.0,0.0
0.6101245394661698,-0.689254664835961,1.058925383523095,-0.172215541313303,-0.14766358234193974,-0.3031568911183909,-0.11317331003767839,-0.35059844042718324,0.3715737555831994,1.0,0.0,0.0,0.0,0.0
0.684802602141414,-0.7827201120685405,1.2174781562102717,0.21516339759802003,0.5646145597022144,1.3354070030071243,0.7129264344543547,-0.3579771060495939,-0.30716017454720934,1.0,0.0,0.0,0.0,0.0
0.6101245394661698,-0.806086473876688,-0.2887731843179068,-0.3473821689438068,0.03218073259279685,-0.08130442357687657,0.12322630237985308,-0.5352231952507889,0.5692127543951192,1.0,0.0,0.0,0.0,0.0
0.6698669896063637,-0.6939279371975892,0.9003726108359182,-0.2376171803502796,-0.4032318193544601,-0.3773988586027559,-0.3365839327619389,0.7748588860082367,1.41524636334439,1.0,0.0,0.0,0.0,0.0
-1.1622348146930583,0.7734795843539418,-0.8437078887230252,0.43606543714249346,0.29248171473517875,-0.09527938216216882,0.23752941168063751,0.7594690977100655,1.25054719766779,1.0,0.0,0.0,0.0,0.0
0.07742102571606145,0.15660763261890334,-0.6058787296922601,-0.9556631473996032,-0.9924585880222155,-0.8770036280269535,-0.9860334174254869,-0.7985361484619604,-1.3837726154437198,0.0,1.0,0.0,0.0,0.0
-1.2418914148799882,1.0632224707749436,0.3454379064307999,-0.5001384447364654,-0.6233044678930194,-0.6918354267718314,-0.6431240895231335,-0.09666693350736236,0.7399797840703306,0.0,0.0,0.0,1.0,0.0
-0.629531300942957,0.8809648486714126,-1.0022606614102019,0.8614047679424113,0.8201827967147348,0.9615768608505569,0.84021853344841,-0.0844394304759388,-0.7137070624541847,0.0,1.0,0.0,0.0,0.0
0.23175568857824247,-0.11444216435558244,-0.5266023433486717,-0.7590008761695337,-0.8623080969510246,-0.8551677552374344,-0.8613391163700856,-0.32503663452097453,-1.0249018018115497,0.0,1.0,0.0,0.0,0.0
0.2466913011132927,0.23137999040497031,-0.6058787296922601,-0.1703861248367442,-0.3890335839648757,-0.24900392660038348,-0.3365839327619389,-0.37626565584228333,-0.8099260487178825,0.0,1.0,0.0,0.0,0.0
0.7345879772582504,-0.7406606608138806,-0.20949679797431844,-0.5252929212891487,-0.5026194670815514,-0.11711525495168794,-0.5132341925904239,-0.5026516570032902,-0.4753266910801586,1.0,0.0,0.0,0.0,0.0
-1.2120201898098948,0.894984665756297,-0.20949679797431844,-0.2632290110221026,-0.01987946383567953,0.003418762846457639,-0.01705478630747329,-0.29826261926251263,0.14792962534865858,0.0,0.0,0.0,1.0,0.0
-0.8685011015037465,1.2968860888563976,-0.9229842750666135,0.8037781489308096,0.27118436165080206,0.47157987545374774,0.35702811685873037,1.0315310401592388,0.3499028127310152,0.0,1.0,0.0,0.0,0.0
0.25664837613665714,-0.6004624899650063,0.42471429277438827,-0.09949623637009122,0.24988700856642534,0.5991013725445394,0.3362457333494968,-0.9479014225613319,-0.4233164282349166,1.0,0.0,0.0,0.0,0.0
0.6399957645362633,-0.7967399291534284,1.1382017698666833,-0.28472465462166835,-0.38193446627008343,-0.3311068082889754,-0.3885398915350227,-0.2546230825813979,-0.669498339035729,1.0,0.0,0.0,0.0,0.0
1.1577636657513215,-0.572422855795234,-1.2400898204409667,0.4749405372693677,0.30194720499490174,0.15364956763834922,0.4323642570797019,-0.8850246505075033,-0.7579157858726404,0.0,1.0,0.0,0.0,0.0
1.1378495157045856,-0.8434726527697198,-1.0815370477537902,0.6995014097669587,0.623773873825483,0.8410428430524114,0.5492651643191405,-0.7381364998670839,-0.7700515138698636,0.0,1.0,0.0,0.0,0.0
1.2423988034499371,-1.1752749904453847,0.3454379064307999,-0.9007806531028396,-0.7865841748732407,-0.7555961753172272,-0.8145787534743102,-1.0497270081506,-0.8047250224333583,1.0,0.0,0.0,0.0,0.0
0.7146738272115144,-0.7032744819208454,-1.0022606614102019,0.423259521806582,0.6640022074293056,0.06543264156869195,0.731111020024934,0.553393507827023,0.38110897043816044,1.0,0.0,0.0,0.0,0.0
-0.14163462479799918,0.544489238634116,-0.8437078887230252,-0.04918728326472461,-0.05774142487457144,-0.20445874610976444,-0.09239092652844486,-0.6889629639691611,-1.2069377217698969,0.0,1.0,0.0,0.0,0.0
-1.032792839389299,1.1193017391144946,-0.050944025287141766,0.22888402117221093,0.3634728916831011,-0.2926756721794217,-0.050826159509977785,-0.2247921915650802,-0.1277247677311243,0.0,1.0,0.0,0.0,0.0
-0.8386298764336532,1.0492026536900592,1.058925383523095,-0.9963676640030362,-1.0587170198402764,-1.0254875629956837,-1.0613695576464584,-0.36619904774313733,-0.4233164282349166,0.0,1.0,0.0,0.0,0.0
-1.2618055649267241,0.9510639340958481,0.26616152008721156,0.1758309433520061,0.6403384817799982,0.5301000145296589,0.5232871849325986,-0.42280395401791687,-0.36177095053471353,0.0,0.0,0.0,1.0,0.0
-1.3763119276954403,0.8996579381179285,0.8210962244923299,0.4200580429726041,-0.3535379954909145,-0.2542445360698681,-0.28722577192750925,4.624835788764374,2.538676709178759,0.0,0.0,0.0,0.0,1.0
-0.8336513389219673,2.1661147481194094,-0.2887731843179068,-0.7708920832671659,-0.6990283899708032,-1.224630722836098,-1.2613999989228313,-0.654441349807168,-1.2104050726262463,0.0,1.0,0.0,0.0,0.0
1.2423988034499371,-1.4136118808884668,-0.13022041163073012,-0.17358760367072207,-0.036444071790194744,0.04796394333707666,-0.08719533065113647,-0.27159401351294254,-0.5030654979309545,0.0,0.0,0.0,0.0,1.0
-1.4460114528590056,1.0351828366051714,1.058925383523095,1.6709215588196742,1.8140592739856474,0.5816326743129241,1.8273817501370029,1.374797105864675,2.538676709178759,0.0,0.0,0.0,1.0,0.0
0.5205108642558685,-0.5537297663487147,-1.4779189794717318,1.3105265129375934,1.0142253470390559,1.3729647042050972,1.1883234572280716,0.9125237046206425,0.11238927907107651,1.0,0.0,0.0,0.0,0.0
